Applicant Id,Applicant Name,CGPA,GRE,TOEFL,IELTS,Research,Degree_ID,Universities Applied,CID
10001020,Willodean,8.42,312,104,8,0,DL2,3,CU64
10001021,Zoe,8.75,313,103,7,0,DL1,3,CU9
10001022,Domenica,8.56,316,110,9,0,DL3,3,CU80
10001023,Dorine,8.79,324,113,8.5,0,DL3,4,CU45
10001024,Gerald,8.45,308,109,9,0,DL1,2,CU4
10001025,Harry,8.23,305,105,6.5,0,DL1,2,CU44
10001026,Herlinda,8.03,296,99,6.5,0,DL3,2,CU23
10001027,Hildegarde,8.45,306,110,7.5,0,DL2,2,CU87
10001028,Jamie,8.53,312,110,8.5,0,DL1,2,CU41
10001029,Joycelyn,8.67,318,112,7,0,DL1,3,CU41
10001030,Laurie,9.01,324,111,9,1,DL1,4,CU4
10001031,Lilla,8.65,313,104,6,0,DL1,3,CU17
10001032,Meta,8.33,319,106,9,1,DL1,3,CU71
10001033,Verlie,8.27,312,107,9,0,DL3,2,CU55
10001034,Berenice,8.07,304,100,8,0,DL3,2,CU21
10001035,Birtha,9.31,330,113,9,1,DL3,5,CU34
10001036,Earl,9.23,326,111,8.5,1,DL1,5,CU33
10001037,Erlinda,9.17,325,112,6.5,1,DL2,4,CU65
10001038,Margy,9.19,329,114,7,1,DL1,5,CU36
10001039,Marybelle,8.37,310,104,7,0,DL3,3,CU75
10001040,Vernon,7.89,299,100,8,0,DL3,1,CU94
10001041,Alverta,7.68,296,101,7.5,0,DL3,1,CU77
10001042,Delpha,8.15,317,103,6,0,DL1,2,CU13
10001043,Eda,8.76,324,115,6,1,DL3,3,CU2
10001044,Elmer,9.04,325,114,6,1,DL1,3,CU20
10001045,Eulah,8.56,314,107,9,0,DL3,2,CU12
10001046,Lorenza,9.02,328,110,8,1,DL1,4,CU13
10001047,Madaline,8.73,316,105,6.5,0,DL3,3,CU79
10001048,Marilee,8.48,311,104,7,0,DL3,2,CU67
10001049,Myrl,8.87,324,110,8,1,DL1,3,CU22
10001050,Nannette,8.83,321,111,7.5,1,DL3,3,CU94
10001051,Patrica,8.57,320,104,7,1,DL2,3,CU52
10001052,Rosaria,9,316,99,8,0,DL3,2,CU20
10001053,Sidney,8.54,318,100,7.5,1,DL1,2,CU57
10001054,Trinidad,9.68,335,115,8,1,DL2,4,CU24
10001055,Veola,9.12,321,114,7.5,0,DL3,4,CU35
10001056,Carma,8.37,307,110,9,0,DL1,4,CU44
10001057,Cathleen,8.56,309,99,8,0,DL3,3,CU64
10001058,Earleen,8.64,324,100,6.5,1,DL3,3,CU51
10001059,Enedina,8.76,326,102,9,1,DL3,4,CU71
10001060,Flo,9.34,331,119,6,1,DL3,4,CU91
10001061,Kathaleen,9.13,327,108,9,1,DL1,5,CU12
10001062,Lurline,8.09,312,104,8.5,0,DL2,3,CU87
10001063,Oralia,8.36,308,103,6,1,DL3,2,CU74
10001064,Phillis,8.79,324,111,9,1,DL3,3,CU51
10001065,Alease,8.76,325,110,7.5,1,DL3,2,CU35
10001066,Drucilla,8.68,313,102,8.5,0,DL3,3,CU19
10001067,Hedwig,8.45,312,105,7.5,0,DL2,2,CU78
10001068,Lera,8.17,314,107,7,1,DL3,3,CU31
10001069,Neta,9.14,327,113,9,0,DL1,4,CU81
10001070,Arlette,8.34,308,108,7,0,DL2,4,CU71
10001071,Ernest,8.22,306,105,9,1,DL2,2,CU97
10001072,Eveline,7.86,299,96,9,0,DL1,2,CU76
10001073,Juliana,7.64,294,95,6,0,DL2,1,CU54
10001074,Maybell,8.01,312,99,7.5,1,DL2,1,CU73
10001075,Merilyn,7.95,315,100,9,0,DL1,1,CU80
10001076,Merna,8.96,322,110,8.5,1,DL1,3,CU33
10001077,Soledad,9.45,329,113,6,1,DL1,5,CU51
10001078,Ailene,8.62,320,101,6,0,DL1,2,CU23
10001079,Almeta,8.49,308,103,8.5,0,DL3,2,CU77
10001080,Arbutus,8.73,304,102,9,0,DL3,2,CU89
10001081,Ardelle,8.64,311,102,7,1,DL1,3,CU85
10001082,Arla,9.11,317,110,6.5,1,DL2,3,CU71
10001083,Eartha,8.79,312,106,8,1,DL3,3,CU93
10001084,Loree,8.9,321,111,8.5,1,DL1,3,CU87
10001085,Roseanna,9.66,340,112,7,1,DL2,4,CU30
10001086,Veta,9.26,331,116,8.5,1,DL3,5,CU38
10001087,Amie,9.19,336,118,8,1,DL3,5,CU21
10001088,Beverlee,9.08,324,114,6,1,DL2,5,CU9
10001089,Dorthea,9.02,314,104,6,0,DL1,4,CU53
10001090,Elwanda,9,313,109,8.5,0,DL2,3,CU20
10001091,Felipa,7.65,307,105,8.5,0,DL2,2,CU95
10001092,Gladis,7.87,300,102,7,0,DL1,2,CU78
10001093,Jan,7.97,302,99,7.5,0,DL2,2,CU18
10001094,Phylis,8.18,312,98,9,1,DL3,1,CU82
10001095,Susana,8.32,316,101,8.5,1,DL3,2,CU1
10001096,Alba,8.57,317,100,8,0,DL3,2,CU17
10001097,Celine,8.67,310,107,7,0,DL1,3,CU93
10001098,Clemmie,9.11,320,120,7.5,0,DL3,3,CU59
10001099,Dorthey,9.24,330,114,7,1,DL2,3,CU64
10001100,Elodia,8.65,305,112,8.5,0,DL3,3,CU59
10001101,Enola,8,309,106,6.5,0,DL1,2,CU20
10001102,Hulda,8.76,319,108,7.5,0,DL2,2,CU7
10001103,Janell,8.45,322,105,9,1,DL3,2,CU40
10001104,Margarete,8.55,323,107,7.5,1,DL1,3,CU84
10001105,Norman,8.43,313,106,7,0,DL2,2,CU64
10001106,Ozella,8.8,321,109,7.5,1,DL1,3,CU41
10001107,Ardyce,9.1,323,110,9,1,DL3,3,CU86
10001108,Brenda,9,325,112,7,1,DL2,4,CU96
10001109,Edyth,8.53,312,108,6,0,DL1,3,CU73
10001110,Elenor,8.6,308,110,6.5,0,DL1,4,CU3
10001111,Genoveva,8.74,320,104,6,1,DL1,3,CU40
10001112,Goldia,9.18,328,108,6,1,DL3,4,CU69
10001113,Kathern,9,311,107,9,1,DL3,4,CU66
10001114,Katy,8.04,301,100,7,0,DL3,3,CU34
10001115,Lenna,8.13,305,105,6.5,0,DL2,2,CU32
10001116,Lynette,8.07,308,104,7,0,DL3,2,CU30
10001117,Marye,7.86,298,101,6.5,0,DL1,2,CU65
10001118,Oneida,8.01,300,99,6,0,DL1,1,CU48
10001119,Paulina,8.8,324,111,8.5,1,DL1,3,CU23
10001120,Penny,8.69,327,113,8.5,1,DL3,4,CU16
10001121,Ressie,8.5,317,106,8,1,DL3,3,CU85
10001122,Stanley,8.44,323,104,8,1,DL3,3,CU92
10001123,Theola,8.27,314,107,7,0,DL1,2,CU73
10001124,Trudy,8.18,305,102,7.5,0,DL2,2,CU66
10001125,Verdie,8.33,315,104,6,0,DL3,3,CU76
10001126,Alida,9.14,326,116,7,1,DL2,3,CU12
10001127,Cleopatra,8.02,299,100,6.5,0,DL2,3,CU30
10001128,Coletta,7.86,295,101,7,0,DL2,2,CU45
10001129,Delilah,8.77,324,112,8,1,DL1,4,CU80
10001130,Elberta,7.89,297,96,6,0,DL1,2,CU14
10001131,Fairy,8.66,327,113,7.5,1,DL3,3,CU13
10001132,Georgine,8.12,311,105,9,1,DL2,2,CU3
10001133,Ingrid,8.21,308,106,6,1,DL3,3,CU12
10001134,Lavona,8.54,319,108,7,1,DL1,3,CU32
10001135,Maryanne,8.65,312,107,7.5,1,DL1,4,CU44
10001136,Ninfa,9.11,325,111,7,1,DL2,4,CU82
10001137,Santina,8.79,319,110,6,0,DL2,3,CU61
10001138,Amaryllis,9.47,332,118,7,1,DL3,5,CU96
10001139,Arletta,8.74,323,108,8.5,1,DL2,5,CU48
10001140,Astrid,8.66,324,107,9,1,DL2,5,CU8
10001141,Augustina,8.46,312,107,6,1,DL1,3,CU57
10001142,Concha,8.76,326,110,9,1,DL1,3,CU18
10001143,Enriqueta,8.24,308,106,8,0,DL3,3,CU31
10001144,Gaynell,8.13,305,103,9,0,DL3,2,CU28
10001145,Irine,7.34,295,96,6,0,DL1,2,CU95
10001146,Jesse,7.43,316,98,6,0,DL3,1,CU20
10001147,Johnny,7.64,304,97,9,0,DL3,2,CU87
10001148,Laurine,7.34,299,94,6,0,DL3,1,CU2
10001149,Leda,7.25,302,99,7.5,0,DL3,1,CU58
10001150,Lucie,8.04,313,101,7.5,0,DL1,3,CU74
10001151,Margot,8.27,318,107,8.5,1,DL2,3,CU9
10001152,Nelma,8.67,325,110,8,1,DL1,4,CU40
10001153,Noma,8.06,303,100,8,1,DL1,2,CU2
10001154,Odie,8.17,300,102,6,0,DL1,3,CU82
10001155,Osie,7.67,297,98,8.5,0,DL3,2,CU69
10001156,Teruko,8.12,317,106,8.5,0,DL1,2,CU88
10001157,Trula,8.77,327,109,7.5,1,DL3,3,CU22
10001158,Wanita,7.89,301,104,7,1,DL1,2,CU1
10001159,Yoshiko,7.64,314,105,8,0,DL3,2,CU79
10001160,Becky,8.44,321,107,6.5,0,DL2,2,CU75
10001161,Berna,8.64,322,110,7,1,DL3,3,CU43
10001162,Carrol,9.54,334,116,7,1,DL1,4,CU77
10001163,Claribel,9.23,338,115,8.5,1,DL1,5,CU24
10001164,Lawrence,8.36,306,103,6.5,0,DL2,2,CU92
10001165,Letty,8.9,313,102,8,1,DL1,3,CU81
10001166,Loma,9.17,330,114,7.5,1,DL1,4,CU80
10001167,Ludie,8.34,320,104,7.5,1,DL1,3,CU15
10001168,Melissa,7.46,311,98,6,0,DL2,1,CU21
10001169,Mozella,7.88,298,92,7.5,0,DL1,1,CU33
10001170,Annamarie,8.03,301,98,8.5,1,DL3,1,CU84
10001171,Antonetta,8.24,310,103,8,0,DL1,2,CU7
10001172,Archie,9.22,324,110,7.5,1,DL1,3,CU96
10001173,Charlsie,9.62,336,119,9,1,DL1,4,CU7
10001174,Dallas,8.54,321,109,6.5,1,DL1,3,CU95
10001175,Elenore,7.65,315,105,7.5,0,DL3,2,CU36
10001176,Eugenie,7.66,304,101,8,0,DL1,2,CU1
10001177,Felicitas,7.43,297,96,6.5,0,DL3,2,CU3
10001178,Florance,7.56,290,100,7.5,0,DL2,1,CU95
10001179,Isobel,7.65,303,98,8.5,0,DL2,1,CU77
10001180,Laveta,8.43,311,99,9,1,DL2,1,CU83
10001181,Magdalen,8.84,322,104,7.5,1,DL3,3,CU34
10001182,Mallie,8.67,319,105,6.5,1,DL3,3,CU29
10001183,Marva,9.15,324,110,6.5,1,DL2,4,CU86
10001184,Marylin,8.26,300,100,7.5,0,DL1,3,CU46
10001185,Melvin,9.74,340,113,8.5,1,DL2,4,CU10
10001186,Mercy,9.82,335,117,8,1,DL3,5,CU68
10001187,Olene,7.96,302,101,7,0,DL2,2,CU80
10001188,Reda,8.1,307,105,8.5,0,DL1,2,CU30
10001189,Rosario,7.8,296,97,7,0,DL2,2,CU77
10001190,Silvia,8.44,320,108,8,1,DL2,3,CU75
10001191,Tommy,8.24,314,102,6,0,DL1,2,CU22
10001192,Valda,8.65,318,106,6,0,DL3,3,CU75
10001193,Assunta,9.12,326,112,9,1,DL3,4,CU16
10001194,Barbra,8.76,317,104,6.5,0,DL2,2,CU40
10001195,Beula,9.23,329,111,6,1,DL1,4,CU57
10001196,Cleda,9.04,324,110,9,1,DL3,3,CU79
10001197,Delta,9.11,325,107,9,1,DL2,3,CU12
10001198,Drusilla,9.45,330,116,7,1,DL2,4,CU68
10001199,Evon,8.78,312,103,6.5,0,DL1,3,CU34
10001200,Floretta,9.66,333,117,7.5,1,DL1,4,CU4
10001201,Floyd,9.65,337,118,6,1,DL1,4,CU62
10001202,Gertha,8.87,324,107,6.5,1,DL3,4,CU43
10001203,Glennie,8,316,104,8,1,DL1,3,CU95
10001204,Grayce,8.67,322,110,6,1,DL3,3,CU77
10001205,Hermine,8.21,314,103,9,0,DL2,2,CU29
10001206,Howard,9.34,330,115,7.5,1,DL1,5,CU87
10001207,Margarite,8.2,321,109,6,1,DL3,3,CU83
10001208,Omega,7.9,308,101,7.5,0,DL2,2,CU38
10001209,Otha,8,302,102,9,0,DL2,1,CU60
10001210,Sondra,8.6,323,108,8,0,DL1,3,CU22
10001211,Tennie,8.4,325,106,8.5,1,DL2,3,CU22
10001212,Aleta,9,327,111,7.5,1,DL1,4,CU3
10001213,Antionette,9.1,328,112,8.5,1,DL2,4,CU80
10001214,Arlena,8,307,109,8,1,DL1,3,CU36
10001215,Creola,8.2,311,104,6.5,1,DL3,3,CU17
10001216,Ellamae,8.3,314,105,6.5,0,DL2,3,CU45
10001217,Emmy,8.7,317,107,6,0,DL2,3,CU35
10001218,Ether,8,319,106,6,1,DL3,3,CU45
10001219,Felice,8.8,318,110,7,0,DL1,3,CU9
10001220,Ilah,8.5,303,102,7,0,DL2,3,CU57
10001221,Jeanetta,7.9,312,107,8,1,DL3,3,CU39
10001222,Marita,8.4,325,114,6.5,0,DL2,4,CU52
10001223,Marylyn,9.5,328,116,6,1,DL3,5,CU7
10001224,Rafaela,9.7,334,119,6.5,1,DL3,5,CU79
10001225,Retta,9.8,336,119,6.5,1,DL2,5,CU48
10001226,Rilla,9.6,340,120,8,1,DL3,5,CU74
10001227,Serena,8.8,322,109,7.5,0,DL2,5,CU25
10001228,Verdell,7.5,298,98,7.5,1,DL3,2,CU22
10001229,Versie,7.2,295,93,8,0,DL1,1,CU77
10001230,Wava,7.3,310,99,6.5,0,DL3,2,CU17
10001231,Willadean,8.1,300,97,9,1,DL2,2,CU30
10001232,Alean,8.3,327,103,9,1,DL2,3,CU13
10001233,Alexandra,9.4,338,118,8.5,1,DL2,4,CU53
10001234,Arlyne,9.6,340,114,9,1,DL1,5,CU50
10001235,Armida,9.8,331,112,6,1,DL2,5,CU73
10001236,Audie,9.2,320,110,7.5,1,DL3,5,CU27
10001237,Bebe,8.4,299,106,6.5,0,DL3,2,CU35
10001238,Bettyjane,7.8,300,105,9,0,DL1,1,CU52
10001239,Burnice,7.5,304,105,7.5,0,DL2,1,CU23
10001240,Clifford,7.7,307,108,7,0,DL2,2,CU3
10001241,Elvina,8,308,110,7.5,1,DL1,3,CU11
10001242,Emelia,8.2,316,105,8,1,DL3,2,CU31
10001243,Leoma,8.5,313,107,9,1,DL3,2,CU71
10001244,Lester,9.1,332,117,9,0,DL1,4,CU66
10001245,Louie,9.4,326,113,7,1,DL3,5,CU66
10001246,Maebelle,9.1,322,110,6,1,DL3,5,CU90
10001247,Marillyn,9.3,329,114,6.5,1,DL2,5,CU90
10001248,Marylee,9.7,339,119,6.5,0,DL1,5,CU2
10001249,Merlyn,8.85,321,110,9,1,DL3,3,CU15
10001250,Merry,8.4,327,111,7,1,DL1,4,CU82
10001251,Mimi,8.3,313,98,8.5,1,DL3,3,CU77
10001252,Naida,7.9,312,100,6,1,DL3,2,CU58
10001253,Oneta,8,334,116,6,1,DL2,4,CU26
10001254,Pearlene,8.1,324,112,8.5,1,DL1,4,CU83
10001255,Sabina,8,322,110,8,0,DL2,3,CU78
10001256,Thea,7.7,320,103,9,0,DL2,3,CU54
10001257,Thomasina,7.4,316,102,8.5,0,DL2,3,CU45
10001258,Ula,7.6,298,99,7.5,0,DL3,2,CU6
10001259,Vena,6.8,300,99,6.5,1,DL1,1,CU85
10001260,Zenobia,8.3,311,104,7,0,DL2,2,CU69
10001261,Alfred,8.1,309,100,8,0,DL1,2,CU66
10001262,Arrie,8.2,307,101,8,0,DL1,3,CU52
10001263,Athena,8.2,304,105,8.5,1,DL1,2,CU9
10001264,Clarine,8.5,315,107,6.5,1,DL2,2,CU93
10001265,Delora,8.7,325,111,6.5,0,DL2,3,CU54
10001266,Herbert,8.92,325,112,6,0,DL2,4,CU59
10001267,Janelle,9.02,327,114,8.5,0,DL3,3,CU51
10001268,Jessica,8.64,316,107,6,1,DL2,2,CU16
10001269,Kathlyn,9.22,318,109,7.5,1,DL2,3,CU93
10001270,Madlyn,9.16,328,115,8,1,DL3,4,CU76
10001271,Margrett,9.64,332,118,8.5,1,DL2,5,CU43
10001272,Olevia,9.76,336,112,9,1,DL1,5,CU66
10001273,Phyliss,9.45,321,111,6,1,DL1,5,CU96
10001274,Sumiko,9.04,314,108,6,1,DL2,4,CU38
10001275,Vella,8.9,314,106,6.5,0,DL2,3,CU23
10001276,Zetta,8.56,329,114,9,1,DL3,2,CU17
10001277,Ardath,8.72,327,112,7,1,DL3,3,CU50
10001278,Carleen,8.22,301,99,9,0,DL3,2,CU56
10001279,Carlotta,7.54,296,95,8.5,1,DL3,2,CU61
10001280,Clair,7.36,294,93,9,0,DL3,1,CU68
10001281,Clarence,8.02,312,105,6,1,DL3,3,CU71
10001282,Colette,9.5,340,120,7,1,DL2,4,CU16
10001283,Dee,9.22,320,110,6.5,1,DL3,5,CU90
10001284,Ethyl,9.36,322,115,9,1,DL3,5,CU71
10001285,Gale,9.45,340,115,9,1,DL2,5,CU40
10001286,Gennie,8.66,319,103,6,0,DL1,4,CU91
10001287,Jill,8.42,315,106,9,0,DL2,3,CU15
10001288,Justina,8.28,317,107,6,0,DL1,2,CU40
10001289,Kiyoko,8.14,314,108,6.5,0,DL1,3,CU39
10001290,Lorean,8.76,316,109,6.5,1,DL3,4,CU19
10001291,Luna,7.92,318,106,6.5,1,DL3,2,CU68
10001292,Margueritte,7.66,299,97,7,0,DL3,3,CU42
10001293,Margurite,8.03,298,98,6.5,0,DL1,2,CU94
10001294,Marta,7.88,301,97,6,1,DL1,2,CU57
10001295,Maryalice,7.66,303,99,7,0,DL1,3,CU2
10001296,Micaela,7.84,304,100,9,0,DL1,4,CU14
10001297,Robin,8,306,100,9,0,DL3,2,CU39
10001298,Rosita,8.96,331,120,7.5,1,DL3,3,CU77
10001299,Shirlie,9.24,332,119,7,1,DL2,4,CU58
10001300,Sydney,8.88,323,113,9,1,DL1,3,CU88
10001301,Terese,8.46,322,107,8,1,DL1,3,CU56
10001302,Vernelle,8.12,312,105,8.5,0,DL1,2,CU8
10001303,Aleen,8.25,314,106,7.5,0,DL1,2,CU51
10001304,Aloha,8.47,317,104,6,0,DL1,2,CU50
10001305,Ardys,9.05,326,112,7,1,DL3,3,CU28
10001306,Belia,8.78,316,110,8,1,DL2,3,CU21
10001307,Collette,9.18,329,111,7.5,1,DL2,4,CU25
10001308,Dot,9.46,338,117,9,1,DL1,4,CU96
10001309,Earlie,9.38,331,116,8.5,1,DL1,5,CU80
10001310,Fleta,8.64,304,103,6,0,DL1,5,CU58
10001311,Genevia,8.48,305,108,8,0,DL2,5,CU6
10001312,Glenn,8.68,321,109,8.5,1,DL2,4,CU60
10001313,Jay,8.34,301,107,7,1,DL1,3,CU79
10001314,Joella,8.56,320,110,7.5,0,DL1,2,CU41
10001315,Josiephine,8.45,311,105,6.5,1,DL1,3,CU10
10001316,Lawana,9.04,310,106,8,1,DL2,4,CU4
10001317,Leon,8.62,299,102,7,0,DL1,3,CU19
10001318,Lorrayne,7.46,290,104,9,0,DL2,4,CU63
10001319,Lorretta,7.28,296,99,6.5,0,DL3,2,CU87
10001320,Marcelline,8.84,327,104,6.5,1,DL1,5,CU80
10001321,Marvin,9.56,335,117,6,1,DL1,5,CU30
10001322,Masako,9.48,334,119,7.5,1,DL2,5,CU36
10001323,Mayola,8.36,310,106,9,0,DL3,4,CU1
10001324,Olympia,8.22,308,108,6.5,0,DL3,3,CU93
10001325,Paulette,8.47,301,106,6.5,0,DL2,4,CU59
10001326,Portia,8.66,300,100,6,1,DL2,3,CU68
10001327,Rheba,9.32,323,113,7,1,DL3,3,CU27
10001328,Rochelle,8.71,319,112,9,1,DL1,3,CU53
10001329,Samuel,9.1,326,112,8,1,DL3,3,CU5
10001330,Adaline,9.35,333,118,6.5,1,DL3,5,CU92
10001331,Arlie,9.76,339,114,7,1,DL3,5,CU78
10001332,Baby,8.65,303,105,9,0,DL2,5,CU21
10001333,Celina,8.56,309,105,7,0,DL2,5,CU27
10001334,Cleone,8.78,323,112,8.5,0,DL3,5,CU73
10001335,Corrinne,9.28,333,113,9,1,DL2,5,CU59
10001336,Cristina,8.77,314,109,8,1,DL3,4,CU25
10001337,Delsie,8.45,312,103,7,0,DL1,3,CU50
10001338,Eilene,8.16,316,100,6,1,DL3,2,CU48
10001339,Eris,9.08,326,116,7,1,DL3,2,CU96
10001340,Erminia,9.12,318,109,6.5,0,DL3,1,CU89
10001341,Evelina,9.15,329,110,8.5,1,DL1,2,CU80
10001342,Glen,9.36,332,118,8,1,DL1,2,CU30
10001343,Jesusa,9.44,331,115,9,1,DL2,5,CU72
10001344,Jetta,9.92,340,120,7.5,1,DL3,4,CU59
10001345,Lynne,8.96,325,112,8,1,DL3,2,CU5
10001346,Mariana,8.64,320,113,9,1,DL3,2,CU74
10001347,Maudine,8.48,315,105,8,0,DL3,3,CU40
10001348,Merline,9.11,326,114,7,1,DL1,3,CU7
10001349,Michelina,9.8,339,116,7.5,1,DL3,4,CU71
10001350,Naomia,8.26,311,106,7.5,1,DL3,2,CU45
10001351,Neola,9.43,334,114,6.5,1,DL2,4,CU16
10001352,Ozell,9.28,332,116,7,1,DL1,5,CU9
10001353,Refugio,9.06,321,112,9,1,DL1,5,CU54
10001354,Romayne,8.75,324,105,6.5,0,DL3,3,CU9
10001355,Selena,8.89,326,108,6,0,DL3,3,CU16
10001356,Thora,8.69,312,109,6,0,DL1,3,CU85
10001357,Uldine,8.34,315,105,6,0,DL3,3,CU24
10001358,Velta,8.26,309,104,9,0,DL3,2,CU78
10001359,Verlene,8.14,306,106,6.5,0,DL3,2,CU5
10001360,Zena,7.9,297,100,6.5,0,DL3,1,CU54
10001361,Afton,7.86,315,103,7.5,0,DL2,1,CU44
10001362,Andrew,7.46,298,99,6.5,0,DL1,1,CU50
10001363,Azalee,8.5,318,109,8.5,0,DL2,3,CU74
10001364,Bernetta,8.56,317,105,7.5,0,DL2,3,CU71
10001365,Cleora,9.01,329,111,8.5,1,DL1,4,CU65
10001366,Coral,8.97,322,110,8,0,DL2,5,CU62
10001367,Daniel,8.33,302,102,7,0,DL2,3,CU11
10001368,Dorothey,8.27,313,102,6.5,0,DL1,3,CU22
10001369,Edwin,7.8,293,97,7,1,DL1,2,CU35
10001370,Elvia,7.98,311,99,8,0,DL1,2,CU40
10001371,Eudora,8.04,312,101,6,1,DL3,2,CU28
10001372,Exie,9.07,334,117,8.5,1,DL3,5,CU43
10001373,Fumiko,9.13,322,110,8.5,1,DL3,4,CU76
10001374,Kathy,9.23,323,113,8.5,1,DL3,4,CU17
10001375,Lelah,8.97,321,111,6,1,DL3,4,CU75
10001376,Loris,8.87,320,111,6,1,DL3,4,CU71
10001377,Marcelina,9.16,329,119,7.5,1,DL3,4,CU58
10001378,Marvella,9.04,319,110,8.5,0,DL1,3,CU17
10001379,Monnie,8.12,309,108,6.5,0,DL3,3,CU18
10001380,Pearle,8.27,307,102,8,0,DL3,3,CU89
10001381,Simona,8.16,300,104,7.5,0,DL3,3,CU48
10001382,Tiny,8.42,305,107,8,0,DL2,2,CU79
10001383,Akiko,7.88,299,100,7.5,0,DL2,2,CU62
10001384,Armella,8.8,314,110,8,0,DL3,3,CU89
10001385,Atha,8.32,316,106,6,0,DL2,2,CU43
10001386,Audrie,9.11,327,113,6.5,1,DL2,4,CU62
10001387,Bernard,8.68,317,107,8.5,1,DL2,3,CU15
10001388,Claris,9.44,335,118,7.5,1,DL1,5,CU6
10001389,Dina,9.36,331,115,9,1,DL3,5,CU71
10001390,Elta,9.08,324,112,6.5,1,DL3,5,CU66
10001391,Florrie,9.16,324,111,9,1,DL3,5,CU97
10001392,Ileen,8.98,323,110,9,1,DL1,5,CU54
10001393,Imo,8.94,322,114,9,1,DL3,5,CU22
10001394,Jeannine,9.53,336,118,6,1,DL3,5,CU79
10001395,Margene,8.76,316,109,8.5,0,DL2,3,CU21
10001396,Marylouise,8.52,307,107,9,1,DL2,2,CU63
10001397,Natividad,8.26,306,105,9,0,DL3,2,CU64
10001398,Ozie,8.33,310,106,8.5,0,DL3,2,CU13
10001399,Romana,8.43,311,104,8,0,DL1,3,CU45
10001400,Thomasine,8.69,313,107,9,0,DL3,3,CU67
10001401,Tony,8.54,317,103,8.5,1,DL1,3,CU83
10001402,Yolande,8.46,315,110,7.5,1,DL2,2,CU33
10001403,Abigail,9.91,340,120,7,1,DL1,5,CU43
10001404,Aldona,9.87,334,120,8.5,1,DL3,5,CU77
10001405,Annalee,8.54,298,105,9,0,DL1,3,CU54
10001406,Ara,7.65,295,99,8,0,DL1,2,CU95
10001407,Babette,7.89,315,99,8.5,0,DL1,2,CU25
10001408,Celesta,8.02,310,102,7,1,DL2,3,CU18
10001409,Clementina,8.16,305,106,8,0,DL1,2,CU74
10001410,Corina,8.12,301,104,6,1,DL2,3,CU26
10001411,Don,9.06,325,108,8,1,DL2,4,CU93
10001412,Ena,9.14,328,110,7,1,DL3,4,CU46
10001413,Jacklyn,9.66,338,120,7.5,1,DL2,4,CU69
10001414,Margorie,9.78,333,119,7.5,1,DL1,5,CU16
10001415,Marsha,9.42,331,117,9,1,DL2,4,CU62
10001416,Maryland,9.36,330,116,6,1,DL3,5,CU53
10001417,Otilia,9.26,322,112,9,1,DL1,4,CU36
10001418,Ova,9.13,321,109,8,1,DL2,4,CU72
10001419,Thresa,8.97,324,110,7,1,DL1,4,CU82
10001420,Voncile,8.42,312,104,9,0,DL2,3,CU6
10001421,Wynell,8.75,313,103,6,0,DL3,3,CU24
10001422,Aleene,8.56,316,110,6,0,DL2,3,CU79
10001423,Alverna,8.79,324,113,7.5,0,DL2,4,CU23
10001424,Ardeth,8.45,308,109,6,0,DL3,2,CU65
10001425,Arie,8.23,305,105,8.5,0,DL1,2,CU18
10001426,Arizona,8.03,296,99,6.5,0,DL1,2,CU56
10001427,Cheryl,8.45,306,110,6,0,DL1,2,CU77
10001428,Chiyoko,8.53,312,110,9,0,DL1,2,CU71
10001429,Clora,8.67,318,112,6.5,0,DL3,3,CU16
10001430,Coralie,9.01,324,111,7.5,1,DL2,4,CU85
10001431,Elba,8.65,313,104,9,0,DL1,3,CU67
10001432,Elia,8.33,319,106,7.5,1,DL2,3,CU14
10001433,Floria,8.27,312,107,6,0,DL1,2,CU74
10001434,Fredia,8.07,304,100,8,0,DL1,2,CU54
10001435,Gena,9.31,330,113,6,1,DL2,5,CU68
10001436,Julianne,9.23,326,111,7.5,1,DL3,5,CU92
10001437,Laurene,9.17,325,112,8,1,DL1,4,CU18
10001438,Lavelle,9.19,329,114,6.5,1,DL2,5,CU10
10001439,Leonia,8.37,310,104,7.5,0,DL3,3,CU60
10001440,Lexie,7.89,299,100,8,0,DL3,1,CU58
10001441,Liza,7.68,296,101,7.5,0,DL2,1,CU31
10001442,Margaretta,8.15,317,103,7.5,0,DL1,2,CU73
10001443,Onie,8.76,324,115,9,1,DL3,3,CU46
10001444,Otis,9.04,325,114,8.5,1,DL2,3,CU81
10001445,Reola,8.56,314,107,6.5,0,DL2,2,CU90
10001446,Rosebud,9.02,328,110,7.5,1,DL2,4,CU64
10001447,Simone,8.73,316,105,9,0,DL1,3,CU21
10001448,Theodosia,8.48,311,104,7,0,DL2,2,CU43
10001449,Tilda,8.87,324,110,8.5,1,DL3,3,CU14
10001450,Trudie,8.83,321,111,7,1,DL3,3,CU32
10001451,Valentina,8.57,320,104,7.5,1,DL2,3,CU97
10001452,Verma,9,316,99,8,0,DL1,2,CU89
10001453,Vickie,8.54,318,100,7,1,DL2,2,CU57
10001454,Waunita,9.68,335,115,6.5,1,DL3,4,CU3
10001455,Adline,9.12,321,114,6.5,0,DL1,4,CU87
10001456,Aimee,8.37,307,110,7.5,0,DL3,4,CU96
10001457,Alvena,8.56,309,99,8.5,0,DL3,3,CU14
10001458,Anthony,8.64,324,100,7,1,DL3,3,CU73
10001459,Arlean,8.76,326,102,8,1,DL3,4,CU4
