Applicant Id,Applicant Name,UID,CGPA,GRE,TOEFL,IELTS,Course Name,R_ID,Universities Applied,Degree_ID,CID,Status_ID
1000351,Mollie,10012,8.27,318,107,9,Statistics,RP-1,3,DL1,CU94,S-1
1000352,Eddie,100706,8.67,325,110,7,Mechanical Engineering,RP-1,4,DL1,CU61,S-2
1000352,Eddie,1001294,8.67,325,110,7,Mechanical Engineering,RP-1,4,DL1,CU47,S-1
1000352,Eddie,100716,8.67,325,110,7,Mechanical Engineering,RP-1,4,DL1,CU89,S-2
1000352,Eddie,100250,8.67,325,110,7,Mechanical Engineering,RP-1,4,DL1,CU41,S-1
1000353,Concetta,100251,8.06,303,100,7,Information Technology,RP-1,2,DL2,CU1,S-1
1000353,Concetta,100136,8.06,303,100,7,Information Technology,RP-1,2,DL2,CU49,S-1
1000354,Lily,1001125,8.17,300,102,6,Finance,RP-2,3,DL2,CU82,S-2
1000354,Lily,100379,8.17,300,102,6,Finance,RP-2,3,DL2,CU83,S-1
1000354,Lily,100825,8.17,300,102,6,Finance,RP-2,3,DL2,CU95,S-2
1000355,Pearlie,100156,7.67,297,98,8.5,Accounting,RP-2,2,DL2,CU20,S-2
1000355,Pearlie,1001007,7.67,297,98,8.5,Accounting,RP-2,2,DL2,CU33,S-2
1000356,Claudia,100318,8.12,317,106,6,Marketing Management,RP-2,2,DL3,CU41,S-2
1000356,Claudia,100199,8.12,317,106,6,Marketing Management,RP-2,2,DL3,CU48,S-1
1000357,Nola,100956,8.77,327,109,6,Entrepreneurship,RP-1,3,DL3,CU17,S-2
1000357,Nola,100477,8.77,327,109,6,Entrepreneurship,RP-1,3,DL3,CU48,S-2
1000357,Nola,1001003,8.77,327,109,6,Entrepreneurship,RP-1,3,DL3,CU6,S-1
1000358,Aurora,1001291,7.89,301,104,8.5,Physics,RP-1,2,DL2,CU64,S-1
1000358,Aurora,100834,7.89,301,104,8.5,Physics,RP-1,2,DL2,CU77,S-1
1000359,Odessa,100653,7.64,314,105,6,Business Ethics,RP-2,2,DL3,CU29,S-1
1000359,Odessa,1001068,7.64,314,105,6,Business Ethics,RP-2,2,DL3,CU25,S-2
1000360,Renee,100216,8.44,321,107,7,Statistics,RP-2,2,DL1,CU23,S-2
1000360,Renee,100281,8.44,321,107,7,Statistics,RP-2,2,DL1,CU89,S-1
1000361,Consuelo,100557,8.64,322,110,9,Anthropology,RP-1,3,DL2,CU27,S-2
1000361,Consuelo,100285,8.64,322,110,9,Anthropology,RP-1,3,DL2,CU26,S-2
1000361,Consuelo,1001238,8.64,322,110,9,Anthropology,RP-1,3,DL2,CU23,S-1
1000362,Robbie,100966,9.54,334,116,8,Mathematics,RP-1,4,DL1,CU7,S-2
1000362,Robbie,100103,9.54,334,116,8,Mathematics,RP-1,4,DL1,CU43,S-1
1000362,Robbie,1001086,9.54,334,116,8,Mathematics,RP-1,4,DL1,CU79,S-2
1000362,Robbie,1001122,9.54,334,116,8,Mathematics,RP-1,4,DL1,CU63,S-1
1000363,Diana,1007,9.23,338,115,9,Chemistry,RP-1,5,DL2,CU49,S-1
1000363,Diana,100470,9.23,338,115,9,Chemistry,RP-1,5,DL2,CU71,S-2
1000363,Diana,1001165,9.23,338,115,9,Chemistry,RP-1,5,DL2,CU34,S-1
1000363,Diana,1001160,9.23,338,115,9,Chemistry,RP-1,5,DL2,CU84,S-1
1000363,Diana,100243,9.23,338,115,9,Chemistry,RP-1,5,DL2,CU15,S-1
1000364,Corrine,100834,8.36,306,103,9,Leadership and Management,RP-2,2,DL3,CU77,S-1
1000364,Corrine,100611,8.36,306,103,9,Leadership and Management,RP-2,2,DL3,CU23,S-2
1000365,Dolly,100714,8.9,313,102,6,Strategic Management,RP-1,3,DL3,CU53,S-1
1000365,Dolly,1001209,8.9,313,102,6,Strategic Management,RP-1,3,DL3,CU33,S-1
1000365,Dolly,100798,8.9,313,102,6,Strategic Management,RP-1,3,DL3,CU68,S-1
1000366,Hannah,100719,9.17,330,114,7.5,Entrepreneurship,RP-1,4,DL3,CU32,S-1
1000366,Hannah,100441,9.17,330,114,7.5,Entrepreneurship,RP-1,4,DL3,CU9,S-1
1000366,Hannah,100369,9.17,330,114,7.5,Entrepreneurship,RP-1,4,DL3,CU93,S-1
1000366,Hannah,100351,9.17,330,114,7.5,Entrepreneurship,RP-1,4,DL3,CU83,S-2
1000367,Maude,100601,8.34,320,104,7,Operations Management,RP-1,3,DL3,CU3,S-1
1000367,Maude,1001122,8.34,320,104,7,Operations Management,RP-1,3,DL3,CU63,S-1
1000367,Maude,100908,8.34,320,104,7,Operations Management,RP-1,3,DL3,CU60,S-1
1000368,Tommie,100370,7.46,311,98,9,Mathematics,RP-2,1,DL2,CU43,S-2
1000369,Leah,100601,7.88,298,92,9,Information Technology,RP-2,1,DL1,CU3,S-2
1000370,Lora,100473,8.03,301,98,6.5,Marketing Management,RP-1,1,DL3,CU71,S-2
1000371,Christina,100589,8.24,310,103,6.5,Chemistry,RP-2,2,DL2,CU75,S-2
1000371,Christina,100361,8.24,310,103,6.5,Chemistry,RP-2,2,DL2,CU54,S-2
1000372,Hope,100894,9.22,324,110,6.5,Corporate Finance,RP-1,3,DL3,CU34,S-2
1000372,Hope,1001033,9.22,324,110,6.5,Corporate Finance,RP-1,3,DL3,CU73,S-1
1000372,Hope,10079,9.22,324,110,6.5,Corporate Finance,RP-1,3,DL3,CU20,S-1
1000373,Antonia,1001206,9.62,336,119,8,Operations Management,RP-1,4,DL3,CU36,S-1
1000373,Antonia,100100,9.62,336,119,8,Operations Management,RP-1,4,DL3,CU20,S-1
1000373,Antonia,1001210,9.62,336,119,8,Operations Management,RP-1,4,DL3,CU27,S-2
1000373,Antonia,100363,9.62,336,119,8,Operations Management,RP-1,4,DL3,CU31,S-2
1000374,Millie,100739,8.54,321,109,9,Biomedical Engineering,RP-1,3,DL1,CU41,S-1
1000374,Millie,100990,8.54,321,109,9,Biomedical Engineering,RP-1,3,DL1,CU78,S-1
1000374,Millie,1001089,8.54,321,109,9,Biomedical Engineering,RP-1,3,DL1,CU96,S-2
1000375,Polly,100525,7.65,315,105,6,Financial Accounting,RP-2,2,DL3,CU25,S-1
1000375,Polly,1001168,7.65,315,105,6,Financial Accounting,RP-2,2,DL3,CU46,S-1
1000376,Allie,1001288,7.66,304,101,6,Computer Science,RP-2,2,DL1,CU28,S-2
1000376,Allie,1001095,7.66,304,101,6,Computer Science,RP-2,2,DL1,CU6,S-1
1000377,Alyce,1001288,7.43,297,96,6,Economics for Business,RP-2,2,DL3,CU28,S-2
1000377,Alyce,100813,7.43,297,96,6,Economics for Business,RP-2,2,DL3,CU15,S-1
1000378,Ilene,100824,7.56,290,100,8,Quantitative Analysis for Business,RP-2,1,DL3,CU92,S-1
1000379,Letha,100956,7.65,303,98,9,International Business,RP-2,1,DL3,CU17,S-2
1000380,Gilda,100998,8.43,311,99,7,Aerospace Engineering,RP-1,1,DL1,CU88,S-1
1000381,William,1001206,8.84,322,104,9,Supply Chain Management,RP-1,3,DL3,CU36,S-1
1000381,William,1001014,8.84,322,104,9,Supply Chain Management,RP-1,3,DL3,CU16,S-1
1000381,William,100985,8.84,322,104,9,Supply Chain Management,RP-1,3,DL3,CU74,S-1
1000382,Lorna,100222,8.67,319,105,6,Supply Chain Management,RP-1,3,DL3,CU52,S-1
1000382,Lorna,1001240,8.67,319,105,6,Supply Chain Management,RP-1,3,DL3,CU6,S-1
1000382,Lorna,100426,8.67,319,105,6,Supply Chain Management,RP-1,3,DL3,CU51,S-1
1000383,Lavonne,100177,9.15,324,110,8.5,Statistics,RP-1,4,DL1,CU37,S-1
1000383,Lavonne,100182,9.15,324,110,8.5,Statistics,RP-1,4,DL1,CU12,S-2
1000383,Lavonne,100597,9.15,324,110,8.5,Statistics,RP-1,4,DL1,CU2,S-1
1000383,Lavonne,1001071,9.15,324,110,8.5,Statistics,RP-1,4,DL1,CU51,S-1
1000384,Aline,100443,8.26,300,100,6.5,Information Technology,RP-2,3,DL1,CU43,S-2
1000384,Aline,1001097,8.26,300,100,6.5,Information Technology,RP-2,3,DL1,CU44,S-2
1000384,Aline,1001077,8.26,300,100,6.5,Information Technology,RP-2,3,DL1,CU76,S-1
1000385,Merle,100606,9.74,340,113,6,Financial Accounting,RP-1,4,DL3,CU95,S-1
1000385,Merle,100254,9.74,340,113,6,Financial Accounting,RP-1,4,DL3,CU70,S-1
1000385,Merle,100355,9.74,340,113,6,Financial Accounting,RP-1,4,DL3,CU12,S-2
1000385,Merle,1001288,9.74,340,113,6,Financial Accounting,RP-1,4,DL3,CU28,S-1
1000386,Ophelia,100611,9.82,335,117,6.5,Data Science,RP-1,5,DL1,CU23,S-2
1000386,Ophelia,100460,9.82,335,117,6.5,Data Science,RP-1,5,DL1,CU37,S-2
1000386,Ophelia,1001192,9.82,335,117,6.5,Data Science,RP-1,5,DL1,CU74,S-2
1000386,Ophelia,100400,9.82,335,117,6.5,Data Science,RP-1,5,DL1,CU95,S-1
1000386,Ophelia,100825,9.82,335,117,6.5,Data Science,RP-1,5,DL1,CU95,S-2
1000387,Beth,100942,7.96,302,101,8,Civil Engineering,RP-2,2,DL1,CU56,S-1
1000387,Beth,100843,7.96,302,101,8,Civil Engineering,RP-2,2,DL1,CU23,S-2
1000388,Alicia,100576,8.1,307,105,7,Aerospace Engineering,RP-2,2,DL1,CU62,S-2
1000388,Alicia,100961,8.1,307,105,7,Aerospace Engineering,RP-2,2,DL1,CU41,S-2
1000389,Maryann,1001294,7.8,296,97,7,Information Technology,RP-2,2,DL1,CU47,S-1
1000389,Maryann,100103,7.8,296,97,7,Information Technology,RP-2,2,DL1,CU43,S-2
1000390,Earnestine,100947,8.44,320,108,6.5,Aerospace Engineering,RP-1,3,DL1,CU50,S-2
1000390,Earnestine,100834,8.44,320,108,6.5,Aerospace Engineering,RP-1,3,DL1,CU77,S-1
1000390,Earnestine,100560,8.44,320,108,6.5,Aerospace Engineering,RP-1,3,DL1,CU34,S-1
1000391,Reva,100757,8.24,314,102,9,Business Communication,RP-2,2,DL3,CU31,S-2
1000391,Reva,1001156,8.24,314,102,9,Business Communication,RP-2,2,DL3,CU36,S-1
1000392,Leila,100225,8.65,318,106,7,Education,RP-2,3,DL2,CU97,S-2
1000392,Leila,1001136,8.65,318,106,7,Education,RP-2,3,DL2,CU57,S-2
1000392,Leila,100153,8.65,318,106,7,Education,RP-2,3,DL2,CU12,S-1
1000393,Margarita,100526,9.12,326,112,6,Accounting,RP-1,4,DL2,CU82,S-1
1000393,Margarita,1001112,9.12,326,112,6,Accounting,RP-1,4,DL2,CU72,S-2
1000393,Margarita,100576,9.12,326,112,6,Accounting,RP-1,4,DL2,CU62,S-2
1000393,Margarita,1001294,9.12,326,112,6,Accounting,RP-1,4,DL2,CU47,S-2
1000394,Charles,1001294,8.76,317,104,7.5,Chemistry,RP-2,2,DL2,CU47,S-1
1000394,Charles,1001289,8.76,317,104,7.5,Chemistry,RP-2,2,DL2,CU39,S-1
1000395,Corine,1001011,9.23,329,111,7.5,Aerospace Engineering,RP-1,4,DL1,CU16,S-2
1000395,Corine,100401,9.23,329,111,7.5,Aerospace Engineering,RP-1,4,DL1,CU18,S-1
1000395,Corine,1001158,9.23,329,111,7.5,Aerospace Engineering,RP-1,4,DL1,CU45,S-1
1000395,Corine,100616,9.23,329,111,7.5,Aerospace Engineering,RP-1,4,DL1,CU73,S-2
1000396,Roslyn,1001270,9.04,324,110,6.5,Operations Management,RP-1,3,DL3,CU30,S-1
1000396,Roslyn,100784,9.04,324,110,6.5,Operations Management,RP-1,3,DL3,CU71,S-1
1000396,Roslyn,10095,9.04,324,110,6.5,Operations Management,RP-1,3,DL3,CU70,S-1
1000397,Iona,100906,9.11,325,107,6.5,Marketing Management,RP-1,3,DL3,CU72,S-1
1000397,Iona,1001121,9.11,325,107,6.5,Marketing Management,RP-1,3,DL3,CU5,S-1
1000397,Iona,1001019,9.11,325,107,6.5,Marketing Management,RP-1,3,DL3,CU19,S-2
1000398,Judy,100508,9.45,330,116,6,Information Technology,RP-1,4,DL1,CU12,S-2
1000398,Judy,1001260,9.45,330,116,6,Information Technology,RP-1,4,DL1,CU22,S-1
1000398,Judy,100515,9.45,330,116,6,Information Technology,RP-1,4,DL1,CU94,S-2
1000398,Judy,100876,9.45,330,116,6,Information Technology,RP-1,4,DL1,CU11,S-2
1000399,Delia,100753,8.78,312,103,9,Chemistry,RP-2,3,DL2,CU77,S-1
1000399,Delia,1001058,8.78,312,103,9,Chemistry,RP-2,3,DL2,CU69,S-1
1000399,Delia,1001294,8.78,312,103,9,Chemistry,RP-2,3,DL2,CU47,S-2
1000400,Edythe,100435,9.66,333,117,8,Civil Engineering,RP-1,4,DL1,CU51,S-2
1000400,Edythe,1001237,9.66,333,117,8,Civil Engineering,RP-1,4,DL1,CU39,S-1
1000400,Edythe,100949,9.66,333,117,8,Civil Engineering,RP-1,4,DL1,CU35,S-1
1000400,Edythe,100384,9.66,333,117,8,Civil Engineering,RP-1,4,DL1,CU61,S-2
1000401,Mercedes,1001294,9.65,337,118,7,Biomedical Engineering,RP-1,4,DL1,CU47,S-1
1000401,Mercedes,100843,9.65,337,118,7,Biomedical Engineering,RP-1,4,DL1,CU23,S-1
1000401,Mercedes,100717,9.65,337,118,7,Biomedical Engineering,RP-1,4,DL1,CU15,S-1
1000401,Mercedes,1001091,9.65,337,118,7,Biomedical Engineering,RP-1,4,DL1,CU49,S-1
1000402,Helena,100952,8.87,324,107,6,Aerospace Engineering,RP-1,4,DL1,CU92,S-1
1000402,Helena,100174,8.87,324,107,6,Aerospace Engineering,RP-1,4,DL1,CU80,S-2
1000402,Helena,100622,8.87,324,107,6,Aerospace Engineering,RP-1,4,DL1,CU92,S-2
1000402,Helena,1001123,8.87,324,107,6,Aerospace Engineering,RP-1,4,DL1,CU57,S-1
1000403,Eliza,1001168,8,316,104,9,Cost Accounting,RP-1,3,DL3,CU46,S-1
1000403,Eliza,1001158,8,316,104,9,Cost Accounting,RP-1,3,DL3,CU45,S-2
1000403,Eliza,1001010,8,316,104,9,Cost Accounting,RP-1,3,DL3,CU66,S-2
1000404,Berniece,1001021,8.67,322,110,6,Business Ethics,RP-1,3,DL3,CU49,S-1
1000404,Berniece,100844,8.67,322,110,6,Business Ethics,RP-1,3,DL3,CU68,S-2
1000404,Berniece,100998,8.67,322,110,6,Business Ethics,RP-1,3,DL3,CU88,S-2
1000405,Melva,100963,8.21,314,103,8,Political Science,RP-2,2,DL2,CU26,S-2
1000405,Melva,1001121,8.21,314,103,8,Political Science,RP-2,2,DL2,CU5,S-1
1000406,Betsy,100375,9.34,330,115,9,Cost Accounting,RP-1,5,DL3,CU92,S-2
1000406,Betsy,1001260,9.34,330,115,9,Cost Accounting,RP-1,5,DL3,CU22,S-1
1000406,Betsy,100956,9.34,330,115,9,Cost Accounting,RP-1,5,DL3,CU17,S-1
1000406,Betsy,100475,9.34,330,115,9,Cost Accounting,RP-1,5,DL3,CU70,S-2
1000406,Betsy,100989,9.34,330,115,9,Cost Accounting,RP-1,5,DL3,CU7,S-2
1000407,Lilly,100716,8.2,321,109,6.5,International Business,RP-1,3,DL3,CU89,S-1
1000407,Lilly,1008,8.2,321,109,6.5,International Business,RP-1,3,DL3,CU37,S-2
1000407,Lilly,100795,8.2,321,109,6.5,International Business,RP-1,3,DL3,CU58,S-1
1000408,Adelaide,10039,7.9,308,101,7,Mechanical Engineering,RP-2,2,DL1,CU55,S-2
1000408,Adelaide,1001289,7.9,308,101,7,Mechanical Engineering,RP-2,2,DL1,CU39,S-1
1000409,Marylou,100310,8,302,102,6,Marketing,RP-2,1,DL2,CU86,S-1
1000410,Florine,1001097,8.6,323,108,6,Human Resource Management,RP-2,3,DL3,CU44,S-2
1000410,Florine,10041,8.6,323,108,6,Human Resource Management,RP-2,3,DL3,CU31,S-2
1000410,Florine,10074,8.6,323,108,6,Human Resource Management,RP-2,3,DL3,CU31,S-1
1000411,Emogene,1001192,8.4,325,106,7,Supply Chain Management,RP-1,3,DL3,CU74,S-1
1000411,Emogene,100908,8.4,325,106,7,Supply Chain Management,RP-1,3,DL3,CU60,S-1
1000411,Emogene,1001190,8.4,325,106,7,Supply Chain Management,RP-1,3,DL3,CU74,S-2
1000412,Lessie,100304,9,327,111,7.5,Data Science,RP-1,4,DL2,CU19,S-2
1000412,Lessie,100332,9,327,111,7.5,Data Science,RP-1,4,DL2,CU48,S-1
1000412,Lessie,100528,9,327,111,7.5,Data Science,RP-1,4,DL2,CU54,S-1
1000412,Lessie,100751,9,327,111,7.5,Data Science,RP-1,4,DL2,CU67,S-1
1000413,Allene,1001085,9.1,328,112,7,Data Science,RP-1,4,DL2,CU73,S-1
1000413,Allene,100592,9.1,328,112,7,Data Science,RP-1,4,DL2,CU27,S-2
1000413,Allene,1001296,9.1,328,112,7,Data Science,RP-1,4,DL2,CU67,S-1
1000413,Allene,100744,9.1,328,112,7,Data Science,RP-1,4,DL2,CU7,S-1
1000414,Dorris,100242,8,307,109,9,Civil Engineering,RP-1,3,DL1,CU37,S-2
1000414,Dorris,1001175,8,307,109,9,Civil Engineering,RP-1,3,DL1,CU45,S-1
1000414,Dorris,1001292,8,307,109,9,Civil Engineering,RP-1,3,DL1,CU58,S-1
1000415,Evangeline,100709,8.2,311,104,6.5,Chemistry,RP-1,3,DL2,CU92,S-2
1000415,Evangeline,100173,8.2,311,104,6.5,Chemistry,RP-1,3,DL2,CU83,S-2
1000415,Evangeline,10092,8.2,311,104,6.5,Chemistry,RP-1,3,DL2,CU49,S-1
1000416,Madge,1001133,8.3,314,105,7,Philosophy,RP-2,3,DL2,CU30,S-1
1000416,Madge,1001291,8.3,314,105,7,Philosophy,RP-2,3,DL2,CU64,S-1
1000416,Madge,100182,8.3,314,105,7,Philosophy,RP-2,3,DL2,CU12,S-1
1000417,Beverley,100840,8.7,317,107,9,Electrical Engineering,RP-2,3,DL1,CU27,S-1
1000417,Beverley,1001168,8.7,317,107,9,Electrical Engineering,RP-2,3,DL1,CU46,S-1
1000417,Beverley,100601,8.7,317,107,9,Electrical Engineering,RP-2,3,DL1,CU3,S-1
1000418,Kay,100591,8,319,106,8.5,Mechanical Engineering,RP-1,3,DL2,CU56,S-1
1000418,Kay,10055,8,319,106,8.5,Mechanical Engineering,RP-1,3,DL2,CU55,S-1
1000418,Kay,1001290,8,319,106,8.5,Mechanical Engineering,RP-1,3,DL2,CU90,S-2
1000419,Marianne,1001001,8.8,318,110,6,Civil Engineering,RP-2,3,DL1,CU33,S-2
1000419,Marianne,10012,8.8,318,110,6,Civil Engineering,RP-2,3,DL1,CU94,S-1
1000419,Marianne,1001122,8.8,318,110,6,Civil Engineering,RP-2,3,DL1,CU63,S-1
1000420,Philomena,1001259,8.5,303,102,8.5,Strategic Management,RP-2,3,DL3,CU38,S-2
1000420,Philomena,1001294,8.5,303,102,8.5,Strategic Management,RP-2,3,DL3,CU47,S-2
1000420,Philomena,1001279,8.5,303,102,8.5,Strategic Management,RP-2,3,DL3,CU91,S-1
1000421,Callie,100229,7.9,312,107,7.5,Electrical Engineering,RP-1,3,DL1,CU49,S-1
1000421,Callie,100251,7.9,312,107,7.5,Electrical Engineering,RP-1,3,DL1,CU1,S-1
1000421,Callie,100909,7.9,312,107,7.5,Electrical Engineering,RP-1,3,DL1,CU71,S-1
1000422,Madelyn,100798,8.4,325,114,6.5,Marketing Management,RP-2,4,DL3,CU68,S-1
1000422,Madelyn,10079,8.4,325,114,6.5,Marketing Management,RP-2,4,DL3,CU20,S-1
1000422,Madelyn,100327,8.4,325,114,6.5,Marketing Management,RP-2,4,DL3,CU20,S-1
1000422,Madelyn,1001209,8.4,325,114,6.5,Marketing Management,RP-2,4,DL3,CU33,S-1
1000423,Louella,1001014,9.5,328,116,6,Computer Science,RP-1,5,DL1,CU16,S-1
1000423,Louella,1001081,9.5,328,116,6,Computer Science,RP-1,5,DL1,CU73,S-2
1000423,Louella,100403,9.5,328,116,6,Computer Science,RP-1,5,DL1,CU68,S-2
1000423,Louella,100571,9.5,328,116,6,Computer Science,RP-1,5,DL1,CU6,S-2
1000423,Louella,100668,9.5,328,116,6,Computer Science,RP-1,5,DL1,CU13,S-1
1000424,Althea,1001294,9.7,334,119,6.5,Information Systems,RP-1,5,DL3,CU47,S-1
1000424,Althea,10012,9.7,334,119,6.5,Information Systems,RP-1,5,DL3,CU94,S-2
1000424,Althea,100545,9.7,334,119,6.5,Information Systems,RP-1,5,DL3,CU96,S-1
1000424,Althea,100896,9.7,334,119,6.5,Information Systems,RP-1,5,DL3,CU21,S-2
1000424,Althea,100665,9.7,334,119,6.5,Information Systems,RP-1,5,DL3,CU12,S-2
1000425,Earlene,1001014,9.8,336,119,9,Business Communication,RP-1,5,DL3,CU16,S-1
1000425,Earlene,100956,9.8,336,119,9,Business Communication,RP-1,5,DL3,CU17,S-1
1000425,Earlene,100736,9.8,336,119,9,Business Communication,RP-1,5,DL3,CU4,S-1
1000425,Earlene,100574,9.8,336,119,9,Business Communication,RP-1,5,DL3,CU15,S-2
1000425,Earlene,100225,9.8,336,119,9,Business Communication,RP-1,5,DL3,CU97,S-2
1000426,Queen,100775,9.6,340,120,7,Sociology,RP-1,5,DL2,CU40,S-1
1000426,Queen,1001175,9.6,340,120,7,Sociology,RP-1,5,DL2,CU45,S-2
1000426,Queen,100416,9.6,340,120,7,Sociology,RP-1,5,DL2,CU54,S-2
1000426,Queen,1001237,9.6,340,120,7,Sociology,RP-1,5,DL2,CU39,S-1
1000426,Queen,1001168,9.6,340,120,7,Sociology,RP-1,5,DL2,CU46,S-1
1000427,Hester,100251,8.8,322,109,6,Supply Chain Management,RP-2,5,DL3,CU1,S-1
1000427,Hester,1001227,8.8,322,109,6,Supply Chain Management,RP-2,5,DL3,CU25,S-1
1000427,Hester,1001160,8.8,322,109,6,Supply Chain Management,RP-2,5,DL3,CU84,S-2
1000427,Hester,100149,8.8,322,109,6,Supply Chain Management,RP-2,5,DL3,CU14,S-1
1000427,Hester,1001158,8.8,322,109,6,Supply Chain Management,RP-2,5,DL3,CU45,S-2
1000428,Nona,100465,7.5,298,98,8,Biomedical Engineering,RP-1,2,DL1,CU19,S-1
1000428,Nona,1001238,7.5,298,98,8,Biomedical Engineering,RP-1,2,DL1,CU23,S-2
1000429,Lorena,1001260,7.2,295,93,8.5,Statistics,RP-2,1,DL1,CU22,S-2
1000430,Molly,100918,7.3,310,99,6.5,Mechanical Engineering,RP-2,2,DL2,CU24,S-1
1000430,Molly,100235,7.3,310,99,6.5,Mechanical Engineering,RP-2,2,DL2,CU52,S-1
1000431,Jannie,1001260,8.1,300,97,8.5,Business Analytics,RP-1,2,DL2,CU22,S-1
1000431,Jannie,1001152,8.1,300,97,8.5,Business Analytics,RP-1,2,DL2,CU35,S-1
1000432,Jerry,100601,8.3,327,103,7,Mathematics,RP-1,3,DL2,CU3,S-1
1000432,Jerry,1001004,8.3,327,103,7,Mathematics,RP-1,3,DL2,CU18,S-1
1000432,Jerry,100781,8.3,327,103,7,Mathematics,RP-1,3,DL2,CU30,S-2
1000433,Elouise,100235,9.4,338,118,6.5,Statistics,RP-1,4,DL1,CU52,S-2
1000433,Elouise,100591,9.4,338,118,6.5,Statistics,RP-1,4,DL1,CU56,S-1
1000433,Elouise,100597,9.4,338,118,6.5,Statistics,RP-1,4,DL1,CU2,S-2
1000433,Elouise,1001158,9.4,338,118,6.5,Statistics,RP-1,4,DL1,CU45,S-1
1000434,Millicent,100459,9.6,340,114,8,Sociology,RP-1,5,DL2,CU41,S-2
1000434,Millicent,100816,9.6,340,114,8,Sociology,RP-1,5,DL2,CU34,S-2
1000434,Millicent,1001118,9.6,340,114,8,Sociology,RP-1,5,DL2,CU53,S-1
1000434,Millicent,10070,9.6,340,114,8,Sociology,RP-1,5,DL2,CU52,S-2
1000434,Millicent,100483,9.6,340,114,8,Sociology,RP-1,5,DL2,CU51,S-2
1000435,George,1001109,9.8,331,112,8.5,Financial Accounting,RP-1,5,DL3,CU78,S-2
1000435,George,100380,9.8,331,112,8.5,Financial Accounting,RP-1,5,DL3,CU35,S-1
1000435,George,100369,9.8,331,112,8.5,Financial Accounting,RP-1,5,DL3,CU93,S-1
1000435,George,1001131,9.8,331,112,8.5,Financial Accounting,RP-1,5,DL3,CU8,S-1
1000435,George,1001121,9.8,331,112,8.5,Financial Accounting,RP-1,5,DL3,CU5,S-1
1000436,Gene,100176,9.2,320,110,7.5,Electrical Engineering,RP-1,5,DL1,CU79,S-2
1000436,Gene,100912,9.2,320,110,7.5,Electrical Engineering,RP-1,5,DL1,CU57,S-2
1000436,Gene,100328,9.2,320,110,7.5,Electrical Engineering,RP-1,5,DL1,CU26,S-1
1000436,Gene,100675,9.2,320,110,7.5,Electrical Engineering,RP-1,5,DL1,CU13,S-1
1000436,Gene,100763,9.2,320,110,7.5,Electrical Engineering,RP-1,5,DL1,CU72,S-1
1000437,Georgie,1001125,8.4,299,106,9,Civil Engineering,RP-2,2,DL1,CU82,S-2
1000437,Georgie,100489,8.4,299,106,9,Civil Engineering,RP-2,2,DL1,CU73,S-1
1000438,Maurine,100441,7.8,300,105,7.5,Environmental Science,RP-2,1,DL2,CU9,S-1
1000439,Maureen,1001211,7.5,304,105,6,Organizational Behavior,RP-2,1,DL3,CU10,S-1
1000440,Elena,100504,7.7,307,108,7,Operations Management,RP-2,2,DL3,CU79,S-2
1000440,Elena,1001050,7.7,307,108,7,Operations Management,RP-2,2,DL3,CU18,S-1
1000441,Johanna,1001007,8,308,110,8.5,Political Science,RP-1,3,DL2,CU33,S-2
1000441,Johanna,100398,8,308,110,8.5,Political Science,RP-1,3,DL2,CU57,S-2
1000441,Johanna,100782,8,308,110,8.5,Political Science,RP-1,3,DL2,CU76,S-2
1000442,Angie,100455,8.2,316,105,8,International Business,RP-1,2,DL3,CU70,S-1
1000442,Angie,100998,8.2,316,105,8,International Business,RP-1,2,DL3,CU88,S-1
1000443,Clare,100472,8.5,313,107,7,Marketing,RP-1,2,DL2,CU52,S-1
1000443,Clare,100601,8.5,313,107,7,Marketing,RP-1,2,DL2,CU3,S-1
1000444,Freddie,100777,9.1,332,117,9,Finance,RP-2,4,DL2,CU96,S-1
1000444,Freddie,100591,9.1,332,117,9,Finance,RP-2,4,DL2,CU56,S-2
1000444,Freddie,1001121,9.1,332,117,9,Finance,RP-2,4,DL2,CU5,S-1
1000444,Freddie,100225,9.1,332,117,9,Finance,RP-2,4,DL2,CU97,S-1
1000445,Lelia,10065,9.4,326,113,7,Electrical Engineering,RP-1,5,DL2,CU59,S-1
1000445,Lelia,1001120,9.4,326,113,7,Electrical Engineering,RP-1,5,DL2,CU53,S-2
1000445,Lelia,100559,9.4,326,113,7,Electrical Engineering,RP-1,5,DL2,CU41,S-1
1000445,Lelia,100626,9.4,326,113,7,Electrical Engineering,RP-1,5,DL2,CU79,S-2
1000445,Lelia,100784,9.4,326,113,7,Electrical Engineering,RP-1,5,DL2,CU71,S-1
1000446,Leota,1001291,9.1,322,110,7,Business Communication,RP-1,5,DL3,CU64,S-1
1000446,Leota,100403,9.1,322,110,7,Business Communication,RP-1,5,DL3,CU68,S-2
1000446,Leota,100898,9.1,322,110,7,Business Communication,RP-1,5,DL3,CU80,S-1
1000446,Leota,1001049,9.1,322,110,7,Business Communication,RP-1,5,DL3,CU27,S-2
1000446,Leota,100671,9.1,322,110,7,Business Communication,RP-1,5,DL3,CU25,S-2
1000447,Sophia,100591,9.3,329,114,9,Sociology,RP-1,5,DL2,CU56,S-2
1000447,Sophia,100441,9.3,329,114,9,Sociology,RP-1,5,DL2,CU9,S-1
1000447,Sophia,100688,9.3,329,114,9,Sociology,RP-1,5,DL2,CU18,S-1
